1380718980 1 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380719127 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380719874 3 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380720029 4 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380720426 5 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380720851 6 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380721023 7 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380721887 8 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380724972 9 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380726801 10 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380726884 11 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380729133 12 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380730291 13 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380758943 14 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380759465 15 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380759641 16 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380759878 17 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380774477 18 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380774513 19 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380774543 20 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380774613 21 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380775052 22 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380801797 23 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380802385 24 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380813742 25 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380881216 26 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380881472 27 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380881982 28 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380890123 29 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380895017 30 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380895532 31 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380904798 32 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380904837 33 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1380905636 34 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389532221 35 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389533685 36 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389535004 37 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389537202 38 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389537383 39 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389609651 40 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389610242 41 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389611470 42 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389613891 43 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389618714 44 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389698272 45 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389703466 46 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389704107 47 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389783489 48 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389874917 49 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1389875449 50 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392632914 51 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392633797 52 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392635337 53 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392635826 54 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392640245 55 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392641519 56 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392642364 57 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392821199 58 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392821614 59 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392821778 60 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392895106 61 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392895124 62 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1392895599 63 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393322601 64 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393322954 65 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393322977 66 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393323616 67 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393331117 68 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393331946 69 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393332766 70 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393333291 71 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393333427 72 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393389984 73 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393390034 74 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393411154 75 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393411859 76 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393412726 77 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393422362 78 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393423284 79 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393478904 80 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393478917 81 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393498999 82 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393499038 83 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393499063 84 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393501339 86 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393502472 87 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393504528 88 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393509118 89 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393509901 90 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393511475 91 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393513029 92 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393524971 93 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393525009 94 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393525080 95 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393550215 96 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393551346 97 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393551532 98 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393554492 99 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393554714 100 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393556957 101 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393557354 102 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393557789 103 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393558324 104 0 0 0 0 0 0 0 0 0 0 0 0 0 0
1393819899 105 0 0 0 0 0 0 0 0 0 0 0 0 0 0
