1380718980 0
1380719127 9
1380719874 111
1380720029 450
1380720426 456
1380720851 461
1380721023 462
1380721887 459
1380724972 459
1380726801 478
1380726884 483
1380729133 483
1380730291 485
1380758943 486
1380759465 485
1380759641 487
1380759878 489
1380774477 488
1380774513 492
1380774543 501
1380774613 501
1380775052 501
1380801797 531
1380802385 531
1380813742 589
1380881216 598
1380881472 613
1380881982 653
1380890123 645
1380895017 647
1380895532 647
1380904798 647
1380904837 649
1380905636 651
1389532221 679
1389533685 710
1389535004 697
1389537202 708
1389537383 708
1389609651 792
1389610242 272718
1389611470 272719
1389613891 272734
1389618714 272735
1389698272 272904
1389703466 272915
1389704107 272910
1389783489 272912
1389874917 272802
1389875449 272805
1392632914 272835
1392633797 272820
1392635337 272804
1392635826 273068
1392640245 273070
1392641519 273071
1392642364 273125
1392821199 273171
1392821614 273112
1392821778 273111
1392895106 273086
1392895124 273087
1392895599 273093
1393322601 273088
1393322954 273102
1393322977 273105
1393323616 273129
1393331117 273132
1393331946 273054
1393332766 273079
1393333291 273082
1393333427 273076
1393389984 273074
1393390034 273261
1393411154 273281
1393411859 273184
1393412726 273204
1393422362 273205
1393423284 273216
1393478904 273412
1393478917 273413
1393498999 273494
1393499038 273508
1393499063 273559
1393501148 273576
1393501339 273575
1393502472 273576
1393504528 273584
1393509118 273630
1393509901 273676
1393511475 273668
1393513029 273673
1393524971 273906
1393525009 273944
1393525080 273942
1393550215 273943
1393551346 273928
1393551532 273931
1393554492 274044
1393554714 274046
1393556957 274074
1393557354 274074
1393557789 274073
1393558324 274079
1393819899 274079
1393823922 274311
1393824361 274304
1393824373 274314
1393843982 274338
1393844689 274272
1393846859 274316
1393847417 274334
1393848838 274331
1393853986 274346
1393854005 274401
1393855174 274420
1393858212 274420
1393860415 274409
1393860599 274409
1393861584 274477
1393863189 274512
1393863293 274578
1393892668 274578
1393892858 274659
1393930576 274670
1393930625 274670
1393930693 274687
1393930722 274687
1393930784 274720
1393935322 274747
1393937394 274747
1394021925 274770
1394022000 274797
1394026146 274831
1394714890 274845
1394714946 274860
1394715146 274860
1395057541 274857
1396865391 274862
1396867423 274902
1396868970 274902
1396869014 274915
1396869976 274915
1396870525 274942
1396870810 274932
1396872653 274932
1396873669 274932
1396879611 274968
1396883166 275002
1396885258 275002
1396886794 275000
1396929863 275000
1396929984 275001
1396930037 275003
1396930256 275003
1396931456 274984
1396932645 274997
1396934121 275036
1396952107 275040
1396952263 275041
1396952588 275040
1396953204 275089
1396962564 275090
1396963623 275094
1396963851 275095
1396968026 275095
1396972804 275096
1397037815 275096
1397268396 275096
1397738813 275096
1397738926 275105
1399372811 275107
1399543837 275106
1399543855 275106
1399550432 275159
1399551064 275158
1402108028 275157
1403004298 275156
1407924236 275156
1407924245 275159
1413810241 275160
1413810623 275155
1413813770 275165
1413815398 275151
1413886776 275154
1413886792 275154
1413889453 275154
1413891787 275196
1413892320 275195
1413894474 275193
1413894511 275193
1413900215 275160
1413901315 275194
1413901604 275207
1413902008 275207
1413902020 275193
1413950842 275211
1413950903 275359
1413951287 275359
1413951385 275359
1413951411 275359
1413951431 275359
1413951605 275359
1413973836 275438
1413974114 275438
1413977260 275438
1413977474 275438
1413977542 275438
1414908000 275479
1415111273 275477
1415112738 275476
1415163948 275486
1415185477 275685
1415185574 275679
1415189458 275722
1415190301 275740
1415191114 275740
1415192418 275758
1415192595 275762
1415193106 275763
1415193974 275763
1415200501 275802
1415202228 276021
1415248082 276037
1415248115 276039
1415248140 276055
1415249356 276055
1415270287 276099
1415270311 276099
1415270385 276104
1415270400 276104
1415270974 276069
1415422259 276073
1415615058 276087
1415615285 276087
1415615340 276087
1415615818 276102
1415615967 276063
1434366529 276077
1434366544 276154
1434367917 276158
1434367923 276159
1434368130 276159
1434368263 276159
1451113736 276159
1454659133 276162
1454944087 276162
1455268744 276162
1455268776 276164
1455592821 276166
1456802028 276164
1456884936 276164
1457000915 276205
1457105649 276205
1457106114 276205
1457160509 276205
1457167244 276211
1457167298 276233
1457431981 276233
1457439842 276259
1457614201 276272
1458028626 276272
1458120120 276275
1458136161 276305
1458228260 276306
1458229354 276302
1458229699 276302
1458275334 276306
1458376366 276322
1458402997 276323
1458575887 276338
1458579707 276339
1458660949 276343
1458904632 276343
1458966978 276345
1459003419 276354
1459003499 276401
1459127704 276402
1459128892 276402
1459146112 276409
1459148645 276479
1459150170 276534
1459151317 276536
1459354560 276546
1459388503 276548
1459406535 276548
1459406828 276553
1459416967 276554
1459515405 276567
1459532421 276566
1459763842 276572
1459763946 276572
1459763971 276572
1460210175 276591
1460278205 276611
1460294060 276634
1460382775 276648
1460700620 276640
1460730677 276703
1460789269 276703
1461495932 276703
1461496003 276703
1461518295 276698
1461771595 276700
1461771684 276698
